v_upper,v_lower,FCF,overlap,r_centroid_A,transition_moment_integral,vibronic_strength
28,1,1.937492862194e-02,1.391938526730e-01,2.71085868,1.391938526730e-01,1.937492862194e-02
28,2,2.799860674316e-06,-1.673278421039e-03,2.83617878,-1.673278421039e-03,2.799860674316e-06
28,3,1.407312924620e-02,-1.186302206278e-01,2.72760583,-1.186302206278e-01,1.407312924620e-02
28,4,3.784640882418e-03,-6.151943499755e-02,2.73215623,-6.151943499755e-02,3.784640882418e-03
28,5,6.339960712568e-03,7.962387024359e-02,2.74565455,7.962387024359e-02,6.339960712568e-03
28,6,8.965792562188e-03,9.468786913955e-02,2.75075133,9.468786913955e-02,8.965792562188e-03
28,7,1.175534810776e-03,-3.428607313147e-02,2.76744491,-3.428607313147e-02,1.175534810776e-03
28,8,1.125509417409e-02,-1.060900286271e-01,2.76927274,-1.060900286271e-01,1.125509417409e-02
28,9,1.294672602224e-04,-1.137836808257e-02,2.75672296,-1.137836808257e-02,1.294672602224e-04
29,0,1.988515948156e-02,-1.410147491632e-01,2.70165531,-1.410147491632e-01,1.988515948156e-02
29,1,1.696512251027e-02,-1.302502303655e-01,2.70808149,-1.302502303655e-01,1.696512251027e-02
29,2,2.902822900384e-04,1.703767267083e-02,2.72769638,1.703767267083e-02,2.902822900384e-04
29,3,1.427036118655e-02,1.194586170460e-01,2.72454554,1.194586170460e-01,1.427036118655e-02
29,4,1.852070050852e-03,4.303568345980e-02,2.72759324,4.303568345980e-02,1.852070050852e-03
29,5,8.308716584274e-03,-9.115216170928e-02,2.74204783,-9.115216170928e-02,8.308716584274e-03
29,6,6.262887992257e-03,-7.913841034704e-02,2.74696645,-7.913841034704e-02,6.262887992257e-03
29,7,3.028393236846e-03,5.503083896186e-02,2.76132758,5.503083896186e-02,3.028393236846e-03
29,8,9.620955747871e-03,9.808647076876e-02,2.76545326,9.808647076876e-02,9.620955747871e-03
29,9,2.394792790749e-04,-1.547511806336e-02,2.79099068,-1.547511806336e-02,2.394792790749e-04
30,0,2.028956932791e-02,1.424414593014e-01,2.69915037,1.424414593014e-01,2.028956932791e-02
30,1,1.462358112370e-02,1.209279997507e-01,2.70539424,1.209279997507e-01,1.462358112370e-02
30,2,9.530752747387e-04,-3.087191725078e-02,2.71981676,-3.087191725078e-02,9.530752747387e-04
30,3,1.387132596116e-02,-1.177765934350e-01,2.72160434,-1.177765934350e-01,1.387132596116e-02
30,4,6.221425720153e-04,-2.494278597141e-02,2.72101438,-2.494278597141e-02,6.221425720153e-04
30,5,9.737982785008e-03,9.868121799516e-02,2.73870931,9.868121799516e-02,9.737982785008e-03
30,6,3.806590276582e-03,6.169757107522e-02,2.74298196,6.169757107522e-02,3.806590276582e-03
30,7,5.104140578193e-03,-7.144326824966e-02,2.75698767,-7.144326824966e-02,5.104140578193e-03
30,8,7.285504472521e-03,-8.535516664222e-02,2.76165051,-8.535516664222e-02,7.285504472521e-03
30,9,1.531711010179e-03,3.913707973494e-02,2.77779243,3.913707973494e-02,1.531711010179e-03
31,0,2.053149541825e-02,-1.432881551917e-01,2.69674276,-1.432881551917e-01,2.053149541825e-02
31,1,1.240871869723e-02,-1.113944284838e-01,2.70279246,-1.113944284838e-01,1.240871869723e-02
31,2,1.859459258151e-03,4.312144777430e-02,2.71538982,4.312144777430e-02,1.859459258151e-03
31,3,1.299446063447e-02,1.139932481968e-01,2.71877102,1.139932481968e-01,1.299446063447e-02
31,4,6.012301691190e-05,7.753903333928e-03,2.69900631,7.753903333928e-03,6.012301691190e-05
31,5,1.051273331690e-02,-1.025316210586e-01,2.73556086,-1.025316210586e-01,1.051273331690e-02
31,6,1.885880465093e-03,-4.342672524025e-02,2.73839312,-4.342672524025e-02,1.885880465093e-03
31,7,6.947668725160e-03,8.335267677261e-02,2.75327492,8.335267677261e-02,6.947668725160e-03
31,8,4.811348353209e-03,6.936388363701e-02,2.75773801,6.936388363701e-02,4.811348353209e-03
31,9,3.429218593022e-03,-5.855953033471e-02,2.77230004,-5.855953033471e-02,3.429218593022e-03
32,0,2.061955567846e-02,1.435951102178e-01,2.69443042,1.435951102178e-01,2.061955567846e-02
32,1,1.036277326939e-02,1.017977075842e-01,2.70027107,1.017977075842e-01,1.036277326939e-02
32,2,2.892306510235e-03,-5.378016837306e-02,2.71196369,-5.378016837306e-02,2.892306510235e-03
32,3,1.177450880030e-02,-1.085104087187e-01,2.71603601,-1.085104087187e-01,1.177450880030e-02
32,4,6.644831646816e-05,8.151583678535e-03,2.75057728,8.151583678535e-03,6.644831646816e-05
32,5,1.063535909708e-02,1.031278774003e-01,2.73256148,1.031278774003e-01,1.063535909708e-02
32,6,6.357886592068e-04,2.521484997391e-02,2.73171113,2.521484997391e-02,6.357886592068e-04
32,7,8.260761769328e-03,-9.088873290639e-02,2.74989201,-9.088873290639e-02,8.260761769328e-03
32,8,2.650913868595e-03,-5.148702621627e-02,2.75343907,-5.148702621627e-02,2.650913868595e-03
32,9,5.361826586217e-03,7.322449444153e-02,2.76815880,7.322449444153e-02,5.361826586217e-03
33,0,2.056496378443e-02,-1.434048945623e-01,2.69221129,-1.434048945623e-01,2.056496378443e-02
33,1,8.513094392890e-03,-9.226643156040e-02,2.69782414,-9.226643156040e-02,8.513094392890e-03
33,2,3.954053396573e-03,6.288126427302e-02,2.70900661,6.288126427302e-02,3.954053396573e-03
33,3,1.034467862683e-02,1.017087932621e-01,2.71339026,1.017087932621e-01,1.034467862683e-02
33,4,5.069360655837e-04,-2.251524074008e-02,2.73106915,-2.251524074008e-02,5.069360655837e-04
33,5,1.019123996037e-02,-1.009516714095e-01,2.72968557,-1.009516714095e-01,1.019123996037e-02
33,6,6.032413820232e-05,-7.766861541338e-03,2.70879634,-7.766861541338e-03,6.032413820232e-05
33,7,8.911128313315e-03,9.439877283797e-02,2.74672411,9.439877283797e-02,8.911128313315e-03
33,8,1.084212907395e-03,3.292738840836e-02,2.74790377,3.292738840836e-02,1.084212907395e-03
33,9,6.897476850583e-03,-8.305104966575e-02,2.76454913,-8.305104966575e-02,6.897476850583e-03
34,0,2.038074763000e-02,1.427611558863e-01,2.69008334,1.427611558863e-01,2.038074763000e-02
34,1,6.874038468282e-03,8.290982130171e-02,2.69544451,8.290982130171e-02,6.874038468282e-03
34,2,4.968634349943e-03,-7.048854055762e-02,2.70633394,-7.048854055762e-02,4.968634349943e-03
34,3,8.824429947834e-03,-9.393843700975e-02,2.71082431,-9.393843700975e-02,8.824429947834e-03
34,4,1.237888923567e-03,3.518364568328e-02,2.72509645,3.518364568328e-02,1.237888923567e-03
34,5,9.313034783984e-03,9.650406615259e-02,2.72691420,9.650406615259e-02,9.313034783984e-03
34,6,7.043305137357e-05,-8.392440132260e-03,2.76201808,-8.392440132260e-03,7.043305137357e-05
34,7,8.906070550091e-03,-9.437197968725e-02,2.74371414,-9.437197968725e-02,8.906070550091e-03
34,8,2.153365271087e-04,-1.467434929081e-02,2.73631308,-1.467434929081e-02,2.153365271087e-04
34,9,7.795168260571e-03,8.829025008783e-02,2.76123244,8.829025008783e-02,7.795168260571e-03
35,0,2.008104694015e-02,-1.417076107347e-01,2.68804455,-1.417076107347e-01,2.008104694015e-02
35,1,5.449171618725e-03,-7.381850458202e-02,2.69312330,-7.381850458202e-02,5.449171618725e-03
35,2,5.881133837890e-03,7.668855089184e-02,2.70386385,7.668855089184e-02,5.881133837890e-03
35,3,7.312430147571e-03,8.551274845057e-02,2.70832746,8.551274845057e-02,7.312430147571e-03
35,4,2.124396132431e-03,-4.609117195767e-02,2.72121973,-4.609117195767e-02,2.124396132431e-03
35,5,8.149861156028e-03,-9.027658143743e-02,2.72423085,-9.027658143743e-02,8.149861156028e-03
35,6,5.245848357068e-04,2.290381705539e-02,2.74238498,2.290381705539e-02,5.245848357068e-04
35,7,8.349310815948e-03,9.137456328732e-02,2.74082695,9.137456328732e-02,8.349310815948e-03
35,8,6.296186041943e-06,-2.509220205949e-03,2.84100061,-2.509220205949e-03,6.296186041943e-06
35,9,7.996309829015e-03,-8.942208803766e-02,2.75810885,-8.942208803766e-02,7.996309829015e-03
36,0,1.968050772076e-02,1.402872329214e-01,2.68609289,1.402872329214e-01,1.968050772076e-02
36,1,4.233544285466e-03,6.506569207705e-02,2.69084911,6.506569207705e-02,4.233544285466e-03
36,2,6.655894354472e-03,-8.158366475265e-02,2.70155389,-8.158366475265e-02,6.655894354472e-03
36,3,5.883738455119e-03,-7.670553079876e-02,2.70588670,-7.670553079876e-02,5.883738455119e-03
36,4,3.051771294991e-03,5.524283930964e-02,2.71811245,5.524283930964e-02,3.051771294991e-03
36,5,6.844325687050e-03,8.273043990606e-02,2.72161870,8.273043990606e-02,6.844325687050e-03
36,6,1.263992147033e-03,-3.555266722811e-02,2.73637928,-3.555266722811e-02,1.263992147033e-03
36,7,7.395604385661e-03,-8.599769988587e-02,2.73803577,-8.599769988587e-02,7.395604385661e-03
36,8,3.268587452594e-04,1.807923519564e-02,2.75929832,1.807923519564e-02,3.268587452594e-04
36,9,7.580053569513e-03,8.706350308547e-02,2.75512385,8.706350308547e-02,7.580053569513e-03
37,0,1.919378060561e-02,-1.385416204814e-01,2.68422635,-1.385416204814e-01,1.919378060561e-02
37,1,3.215866669586e-03,-5.670861195256e-02,2.68860670,-5.670861195256e-02,3.215866669586e-03
37,2,7.273724390444e-03,8.528613246270e-02,2.69937934,8.528613246270e-02,7.273724390444e-03
37,3,4.590106700665e-03,6.775032620338e-02,2.70348508,6.775032620338e-02,4.590106700665e-03
37,4,3.931060043296e-03,-6.269816618766e-02,2.71540695,-6.269816618766e-02,3.931060043296e-03
37,5,5.517950450455e-03,-7.428290819869e-02,2.71905809,-7.428290819869e-02,5.517950450455e-03
37,6,2.138608488056e-03,4.624509150230e-02,2.73250708,4.624509150230e-02,2.138608488056e-03
37,7,6.212323649661e-03,7.881829514561e-02,2.73531533,7.881829514561e-02,6.212323649661e-03
37,8,1.004194408668e-03,-3.168902662859e-02,2.75126383,-3.168902662859e-02,1.004194408668e-03
37,9,6.706332047309e-03,-8.189219771937e-02,2.75223905,-8.189219771937e-02,6.706332047309e-03
38,0,1.863512211155e-02,1.365105201497e-01,2.68244289,1.365105201497e-01,1.863512211155e-02
38,1,2.380472996067e-03,4.879009116683e-02,2.68637483,4.879009116683e-02,2.380472996067e-03
38,2,7.728720460592e-03,-8.791314156935e-02,2.69732445,-8.791314156935e-02,7.728720460592e-03
38,3,3.462321878240e-03,-5.884149792654e-02,2.70109925,-5.884149792654e-02,3.462321878240e-03
38,4,4.700009085530e-03,6.855661226702e-02,2.71295955,6.855661226702e-02,4.700009085530e-03
38,5,4.264025308886e-03,6.529950466034e-02,2.71652338,6.529950466034e-02,4.264025308886e-03
38,6,3.023180535488e-03,-5.498345692558e-02,2.72941917,-5.498345692558e-02,3.023180535488e-03
38,7,4.952153356199e-03,-7.037153796954e-02,2.73263673,-7.037153796954e-02,4.952153356199e-03
38,8,1.862811284022e-03,4.316029754325e-02,2.74686655,4.316029754325e-02,1.862811284022e-03
38,9,5.563343962828e-03,7.458782717594e-02,2.74941920,7.458782717594e-02,5.563343962828e-03
39,0,1.801809216996e-02,-1.342314872523e-01,2.68074050,-1.342314872523e-01,1.801809216996e-02
39,1,1.709011739253e-03,-4.134019520095e-02,2.68412237,-4.134019520095e-02,1.709011739253e-03
39,2,8.025080292844e-03,8.958281248568e-02,2.69537840,8.958281248568e-02,8.025080292844e-03
39,3,2.513672819177e-03,5.013654175526e-02,2.69869484,5.013654175526e-02,2.513672819177e-03
39,4,5.320962151060e-03,-7.294492546476e-02,2.71070173,-7.294492546476e-02,5.320962151060e-03
39,5,3.146181890232e-03,-5.609083606287e-02,2.71397777,-5.609083606287e-02,3.146181890232e-03
39,6,3.824579991299e-03,6.184318872195e-02,2.72674012,6.184318872195e-02,3.824579991299e-03
39,7,3.737317133229e-03,6.113360068922e-02,2.72996121,6.113360068922e-02,3.737317133229e-03
39,8,2.751110910178e-03,-5.245103345195e-02,2.74354900,-5.245103345195e-02,2.751110910178e-03
39,9,4.328317949068e-03,-6.578995325328e-02,2.74662307,-6.578995325328e-02,4.328317949068e-03
40,0,1.735533774031e-02,1.317396589502e-01,2.67911713,1.317396589502e-01,1.735533774031e-02
40,1,1.181837197917e-03,3.437785912353e-02,2.68180104,3.437785912353e-02,1.181837197917e-03
40,2,8.174158353548e-03,-9.041105216481e-02,2.69353324,-9.041105216481e-02,8.174158353548e-03
40,3,1.743830878063e-03,-4.175920111859e-02,2.69621777,-4.175920111859e-02,1.743830878063e-03
40,4,5.776988303744e-03,7.600650172021e-02,2.70859602,7.600650172021e-02,5.776988303744e-03
40,5,2.200821273068e-03,4.691291158165e-02,2.71136348,4.691291158165e-02,2.200821273068e-03
40,6,4.482553951165e-03,-6.695187787631e-02,2.72432277,-6.695187787631e-02,4.482553951165e-03
40,7,2.653546996899e-03,-5.151259066383e-02,2.72722965,-5.151259066383e-02,2.653546996899e-03
40,8,3.554984997792e-03,5.962369493575e-02,2.74073704,5.962369493575e-02,3.554984997792e-03
40,9,3.143938814435e-03,5.607083746865e-02,2.74379201,5.607083746865e-02,3.143938814435e-03
41,0,1.665845043778e-02,-1.290676196332e-01,2.67757075,-1.290676196332e-01,1.665845043778e-02
41,1,7.791054949146e-04,-2.791246128371e-02,2.67933055,-2.791246128371e-02,7.791054949146e-04
41,2,8.191909560823e-03,9.050916837991e-02,2.69178282,9.050916837991e-02,8.191909560823e-03
41,3,1.142645698111e-03,3.380304273450e-02,2.69357591,3.380304273450e-02,1.142645698111e-03
41,4,6.067275731390e-03,-7.789271937344e-02,2.70661970,-7.789271937344e-02,6.067275731390e-03
41,5,1.441714979836e-03,-3.796992204148e-02,2.70858094,-3.796992204148e-02,1.441714979836e-03
41,6,4.966201707773e-03,7.047128285885e-02,2.72209669,7.047128285885e-02,4.966201707773e-03
41,7,1.751075791900e-03,4.184585752377e-02,2.72434073,4.184585752377e-02,1.751075791900e-03
41,8,4.201098669380e-03,-6.481588284811e-02,2.73822781,-6.481588284811e-02,4.201098669380e-03
41,9,2.108692773223e-03,-4.592050493215e-02,2.74082842,-4.592050493215e-02,2.108692773223e-03
42,0,1.593788552814e-02,1.262453386392e-01,2.67609930,1.262453386392e-01,1.593788552814e-02
42,1,4.815964723387e-04,2.194530638516e-02,2.67656515,2.194530638516e-02,4.815964723387e-04
42,2,8.096785651431e-03,-8.998214073599e-02,2.69012212,-8.998214073599e-02,8.096785651431e-03
42,3,6.935441297116e-04,-2.633522602355e-02,2.69059577,-2.633522602355e-02,6.935441297116e-04
42,4,6.202525354916e-03,7.875611312727e-02,2.70475782,7.875611312727e-02,6.202525354916e-03
42,5,8.654561494065e-04,2.941863609018e-02,2.70543805,2.941863609018e-02,8.654561494065e-04
42,6,5.268208531823e-03,-7.258242577803e-02,2.72002322,-7.258242577803e-02,5.268208531823e-03
42,7,1.049884162583e-03,-3.240191603259e-02,2.72109720,-3.240191603259e-02,1.049884162583e-03
42,8,4.653250968879e-03,6.821474158039e-02,2.73593012,6.821474158039e-02,4.653250968879e-03
42,9,1.277443742721e-03,3.574134500436e-02,2.73754417,3.574134500436e-02,1.277443742721e-03
43,0,1.520292999801e-02,-1.233001621978e-01,2.67470070,-1.233001621978e-01,1.520292999801e-02
43,1,2.712937521859e-04,-1.647099730392e-02,2.67320699,-1.647099730392e-02,2.712937521859e-04
43,2,7.908090493952e-03,8.892744511090e-02,2.68854687,8.892744511090e-02,7.908090493952e-03
43,3,3.763703644126e-04,1.940026712220e-02,2.68690311,1.940026712220e-02,3.763703644126e-04
43,4,6.200805744158e-03,-7.874519505442e-02,2.70299979,-7.874519505442e-02,6.200805744158e-03
43,5,4.568364019356e-04,-2.137373158659e-02,2.70150334,-2.137373158659e-02,4.568364019356e-04
43,6,5.398387409759e-03,7.347371917740e-02,2.71807878,7.347371917740e-02,5.398387409759e-03
43,7,5.468808996742e-04,2.338548480734e-02,2.71704615,2.338548480734e-02,5.468808996742e-04
43,8,4.904993892754e-03,-7.003566157862e-02,2.73379596,-7.003566157862e-02,4.904993892754e-03
43,9,6.682049514679e-04,-2.584966056775e-02,2.73350698,-2.584966056775e-02,6.682049514679e-04
44,0,1.446170838962e-02,1.202568434212e-01,2.67337287,1.202568434212e-01,1.446170838962e-02
44,1,1.317602088869e-04,1.147868498073e-02,2.66853239,1.147868498073e-02,1.317602088869e-04
44,2,7.644762685855e-03,-8.743433356443e-02,2.68705335,-8.743433356443e-02,7.644762685855e-03
44,3,1.696156114315e-04,-1.302365583972e-02,2.68150560,-1.302365583972e-02,1.696156114315e-04
44,4,6.084109571289e-03,7.800070237689e-02,2.70133765,7.800070237689e-02,6.084109571289e-03
44,5,1.935865047591e-04,1.391353674517e-02,2.69555088,1.391353674517e-02,1.935865047591e-04
44,6,5.377566049067e-03,-7.333188971428e-02,2.71624772,-7.333188971428e-02,5.377566049067e-03
44,7,2.233355076147e-04,-1.494441392677e-02,2.71084568,-1.494441392677e-02,2.233355076147e-04
44,8,4.971003091121e-03,7.050534086947e-02,2.73179691,7.050534086947e-02,4.971003091121e-03
44,9,2.716530564929e-04,1.648190087620e-02,2.72742464,1.648190087620e-02,2.716530564929e-04
45,0,1.372121644685e-02,-1.171375962142e-01,2.67211371,-1.171375962142e-01,1.372121644685e-02
45,1,4.834689725015e-05,-6.953193313158e-03,2.66019465,-6.953193313158e-03,4.834689725015e-05
45,2,7.324532063753e-03,8.558348008671e-02,2.68563818,8.558348008671e-02,7.324532063753e-03
45,3,5.205956081532e-05,7.215231168529e-03,2.67059571,7.215231168529e-03,5.205956081532e-05
45,4,5.875689384404e-03,-7.665304549986e-02,2.69976514,-7.665304549986e-02,5.875689384404e-03
45,5,5.020847478247e-05,-7.085793871012e-03,2.68212863,-7.085793871012e-03,5.020847478247e-05
45,6,5.232405533156e-03,7.233536848013e-02,2.71451889,7.233536848013e-02,5.232405533156e-03
45,7,5.151715118649e-05,7.177544927515e-03,2.69591209,7.177544927515e-03,5.151715118649e-05
45,8,4.878873830841e-03,-6.984893578889e-02,2.72991442,-6.984893578889e-02,4.878873830841e-03
45,9,6.089796521369e-05,-7.803714834211e-03,2.71279667,-7.803714834211e-03,6.089796521369e-05
46,0,1.298737416037e-02,1.139621610903e-01,2.67092110,1.139621610903e-01,1.298737416037e-02
46,1,8.271499625519e-06,2.876021492534e-03,2.63379580,2.876021492534e-03,8.271499625519e-06
46,2,6.963387209183e-03,-8.344691252037e-02,2.68429826,-8.344691252037e-02,6.963387209183e-03
46,3,3.889803709489e-06,-1.972258530084e-03,2.61292357,-1.972258530084e-03,3.889803709489e-06
46,4,5.598142858713e-03,7.482073815937e-02,2.69827704,7.482073815937e-02,5.598142858713e-03
46,5,8.338893825997e-07,9.131754391133e-04,2.51755970,9.131754391133e-04,8.338893825997e-07
46,6,4.991390812299e-03,-7.064977574132e-02,2.71288384,-7.064977574132e-02,4.991390812299e-03
46,7,2.039002846877e-08,-1.427936569627e-04,1.43983117,-1.427936569627e-04,2.039002846877e-08
46,8,4.662272842989e-03,6.828083803667e-02,2.72813541,6.828083803667e-02,4.662272842989e-03
46,9,6.340142032979e-09,-7.962500884131e-05,5.12058073,-7.962500884131e-05,6.340142032979e-09
47,0,1.226509137788e-02,-1.107478730174e-01,2.66979293,-1.107478730174e-01,1.226509137788e-02
47,1,5.987200470313e-07,7.737700220552e-04,2.83455725,7.737700220552e-04,5.987200470313e-07
47,2,6.575289947498e-03,8.108816157429e-02,2.68303068,8.108816157429e-02,6.575289947498e-03
47,3,7.386541278086e-06,-2.717819213650e-03,2.74523743,-2.717819213650e-03,7.386541278086e-06
47,4,5.272155332314e-03,-7.260960909076e-02,2.69686893,-7.260960909076e-02,5.272155332314e-03
47,5,2.117493177287e-05,4.601622732566e-03,2.74045762,4.601622732566e-03,2.117493177287e-05
47,6,4.681997603737e-03,6.842512406811e-02,2.71133581,6.842512406811e-02,4.681997603737e-03
47,7,3.763872896275e-05,-6.135041072621e-03,2.74801131,-6.135041072621e-03,3.763872896275e-05
47,8,4.355805206994e-03,-6.599852427891e-02,2.72644998,-6.599852427891e-02,4.355805206994e-03
47,9,5.058757188011e-05,7.112494068898e-03,2.76046963,7.112494068898e-03,5.058757188011e-05
48,0,1.155834065557e-02,1.075097235396e-01,2.66872707,1.075097235396e-01,1.155834065557e-02
48,1,1.615060417626e-05,-4.018781429272e-03,2.70487206,-4.018781429272e-03,1.615060417626e-05
48,2,6.172077141912e-03,-7.856256832559e-02,2.68183269,-7.856256832559e-02,6.172077141912e-03
48,3,4.726512521973e-05,6.874963652248e-03,2.70999208,6.874963652248e-03,4.726512521973e-05
48,4,4.915779088389e-03,7.011261718399e-02,2.69553690,7.011261718399e-02,4.915779088389e-03
48,5,8.970575346927e-05,-9.471312130284e-03,2.71999663,-9.471312130284e-03,8.970575346927e-05
48,6,4.328901084792e-03,-6.579438490321e-02,2.70986919,-6.579438490321e-02,4.328901084792e-03
48,7,1.358871865904e-04,1.165706595119e-02,2.73243764,1.165706595119e-02,1.358871865904e-04
48,8,3.991574101383e-03,6.317890550954e-02,2.72485020,6.317890550954e-02,3.991574101383e-03
48,9,1.763216988015e-04,-1.327861810587e-02,2.74650986,-1.327861810587e-02,1.763216988015e-04
49,0,1.087023339158e-02,-1.042604114301e-01,2.66772142,-1.042604114301e-01,1.087023339158e-02
49,1,4.737009823589e-05,6.882593859577e-03,2.69101340,6.882593859577e-03,4.737009823589e-05
49,2,5.763497396206e-03,7.591770146814e-02,2.68070167,7.591770146814e-02,5.763497396206e-03
49,3,1.107639907142e-04,-1.052444728783e-02,2.70108836,-1.052444728783e-02,1.107639907142e-04
49,4,4.544123822216e-03,-6.741011661625e-02,2.69427743,-6.741011661625e-02,4.544123822216e-03
49,5,1.882387003604e-04,1.372001094608e-02,2.71311366,1.372001094608e-02,1.882387003604e-04
49,6,3.953026617277e-03,6.287309931343e-02,2.70847918,6.287309931343e-02,3.953026617277e-03
49,7,2.704006987046e-04,-1.644386507803e-02,2.72648456,-1.644386507803e-02,2.704006987046e-04
49,8,3.597196306228e-03,-5.997663133445e-02,2.72332941,-5.997663133445e-02,3.597196306228e-03
49,9,3.456502359761e-04,1.859167114533e-02,2.74093940,1.859167114533e-02,3.456502359761e-04
50,0,1.020309644817e-02,1.010103779231e-01,2.66677386,1.010103779231e-01,1.020309644817e-02
50,1,8.815666826134e-05,-9.389178252719e-03,2.68518460,-9.389178252719e-03,8.815666826134e-05
50,2,5.357338866684e-03,-7.319384445897e-02,2.67963510,-7.319384445897e-02,5.357338866684e-03
50,3,1.875548406871e-04,1.369506628998e-02,2.69658902,1.369506628998e-02,1.875548406871e-04
50,4,4.169342084057e-03,6.457044280518e-02,2.69308733,6.457044280518e-02,4.169342084057e-03
50,5,3.020580302541e-04,-1.737981674973e-02,2.70926102,-1.737981674973e-02,3.020580302541e-04
50,6,3.571228480839e-03,-5.975975636529e-02,2.70716154,-5.975975636529e-02,3.571228480839e-03
50,7,4.214783945717e-04,2.052993898120e-02,2.72295283,2.052993898120e-02,4.214783945717e-04
50,8,3.194946735481e-03,5.652385987776e-02,2.72188182,5.652385987776e-02,3.194946735481e-03
50,9,5.330106630636e-04,-2.308702369435e-02,2.73754083,-2.308702369435e-02,5.330106630636e-04
51,0,9.558547402541e-03,-9.776782396341e-02,2.66588235,-9.776782396341e-02,9.558547402541e-03
51,1,1.336887121213e-04,1.156238349655e-02,2.68172040,1.156238349655e-02,1.336887121213e-04
51,2,4.959613073160e-03,7.042452039709e-02,2.67863057,7.042452039709e-02,4.959613073160e-03
51,3,2.695387462798e-04,-1.641763522191e-02,2.69365772,-1.641763522191e-02,2.695387462798e-04
51,4,3.800810388303e-03,-6.165071279639e-02,2.69196368,-6.165071279639e-02,3.800810388303e-03
51,5,4.197552419848e-04,2.048792917756e-02,2.70660196,2.048792917756e-02,4.197552419848e-04
51,6,3.196399230523e-03,5.653670693030e-02,2.70591249,5.653670693030e-02,3.196399230523e-03
51,7,5.740346763287e-04,-2.395902077149e-02,2.72042538,-2.395902077149e-02,5.740346763287e-04
51,8,2.801698474225e-03,-5.293107286108e-02,2.72050226,-5.293107286108e-02,2.801698474225e-03
51,9,7.190303180295e-04,2.681474068548e-02,2.73505788,2.681474068548e-02,7.190303180295e-04
52,0,8.937567247831e-03,9.453870766956e-02,2.66504484,9.453870766956e-02,8.937567247831e-03
52,1,1.802439208875e-04,-1.342549518221e-02,2.67929369,-1.342549518221e-02,1.802439208875e-04
52,2,4.574767662052e-03,-6.763702877900e-02,2.67768577,-6.763702877900e-02,4.574767662052e-03
52,3,3.505782965864e-04,1.872373618129e-02,2.69148489,1.872373618129e-02,3.505782965864e-04
52,4,3.445426327795e-03,5.869775402684e-02,2.69090377,5.869775402684e-02,3.445426327795e-03
52,5,5.328840507321e-04,-2.308428146450e-02,2.70455567,-2.308428146450e-02,5.328840507321e-04
52,6,2.837844534323e-03,-5.327142324289e-02,2.70472863,-5.327142324289e-02,2.837844534323e-03
52,7,7.171806863537e-04,2.678022939322e-02,2.71843157,2.678022939322e-02,7.171806863537e-04
52,8,2.429364874122e-03,4.928858766613e-02,2.71918600,4.928858766613e-02,2.429364874122e-03
52,9,8.900567983791e-04,-2.983381970816e-02,2.73306859,-2.983381970816e-02,8.900567983791e-04
53,0,8.340569796911e-03,-9.132672005996e-02,2.66425937,-9.132672005996e-02,8.340569796911e-03
53,1,2.250257111838e-04,1.500085701498e-02,2.67742929,1.500085701498e-02,2.250257111838e-04
53,2,4.205908119504e-03,6.485297309687e-02,2.67679850,6.485297309687e-02,4.205908119504e-03
53,3,4.262033659666e-04,-2.064469340936e-02,2.68975079,-2.064469340936e-02,4.262033659666e-04
53,4,3.107961352662e-03,-5.574909284161e-02,2.68990510,-5.574909284161e-02,3.107961352662e-03
53,5,6.355253959091e-04,2.520962903156e-02,2.70287960,2.520962903156e-02,6.355253959091e-04
53,6,2.501795631244e-03,5.001795308930e-02,2.70360692,5.001795308930e-02,2.501795631244e-03
53,7,8.436113401292e-04,-2.904498821017e-02,2.71676920,-2.904498821017e-02,8.436113401292e-04
53,8,2.085610746064e-03,-4.566848745102e-02,2.71792873,-4.566848745102e-02,2.085610746064e-03
53,9,1.037328762682e-03,3.220758858843e-02,2.73139033,3.220758858843e-02,1.037328762682e-03
54,0,7.767467236824e-03,8.813323571062e-02,2.66352403,8.813323571062e-02,7.767467236824e-03
54,1,2.660013327522e-04,-1.630954728839e-02,2.67591418,-1.630954728839e-02,2.660013327522e-04
54,2,3.855014303713e-03,-6.208876149283e-02,2.67596668,-6.208876149283e-02,3.855014303713e-03
54,3,4.933171499291e-04,2.221074402016e-02,2.68830307,2.221074402016e-02,4.933171499291e-04
54,4,2.791426115502e-03,5.283394851326e-02,2.68896538,5.283394851326e-02,2.791426115502e-03
54,5,7.238272506241e-04,-2.690403781264e-02,2.70145382,-2.690403781264e-02,7.238272506241e-04
54,6,2.191967354752e-03,-4.681845100762e-02,2.70254461,-4.681845100762e-02,2.191967354752e-03
54,7,9.489245533392e-04,3.080461902604e-02,2.71533632,3.080461902604e-02,9.489245533392e-04
54,8,1.774663310204e-03,4.212675290364e-02,2.71672651,4.212675290364e-02,1.774663310204e-03
54,9,1.156009418671e-03,-3.400013850959e-02,2.72993052,-3.400013850959e-02,1.156009418671e-03
55,0,7.217731274785e-03,-8.495723203345e-02,2.66283700,-8.495723203345e-02,7.217731274785e-03
55,1,3.017552051640e-04,1.737110258919e-02,2.67463816,1.737110258919e-02,3.017552051640e-04
55,2,3.523142364355e-03,5.935606425931e-02,2.67518832,5.935606425931e-02,3.523142364355e-03
55,3,5.499201039447e-04,-2.345037534763e-02,2.68705945,-2.345037534763e-02,5.499201039447e-04
